제목,본문,답변
눈병으로 안과 진료후 시력이 안보입니다,"9월21-25일까지 유행성결막염이라는 진단으로 
집앞 개인안과병원에서 진료를 받았습니다

진료 받는동안 안구통증도 심하고
검은 눈동자색이 자꾸 희끄므리하게 변하여
매일 병원 방문치료하며

""눈병치고는 눈동자 색상이 변한다""
""전혀 낫는거 같지가 않다""
""작은아이도 이병원에서 같은 진단으로 치료받는데 남편과 증세가 다르다 눈병이 맞냐"" 고 매일 얘기 하였는데

의사선생님은
""눈병이 사람마다 증세의 차이다 있다""
""감기도 사람마다 심하게 앓는사람, 약하게 앓는사람이 있듯이 눈병도 마찬가지다""
""면역력이 약하면 증세가 심하다"" 고 하여 믿고 5일을 다녔습니다

다니는 중간 각막쪽 스크레치가 있어 각막보호용으로
치료용렌즈를 각막에 씌우더니
(같은렌즈를 소독하여 또 씌움-2일째부터 5일째까지 매일 렌즈를 하고 있었슴)
렌즈한 다음날 부터 남편이 앞이 보이지 않아 장님처럼 제가 손을 잡고 진료하러 다녔습니다

눈병인데 앞이 안보이는 경우가 있냐고 하니
그럴수 있다고 확신에 차서 얘기하여 다니는 동안 크게 의심없었는데

5일째 되는날은 눈동자 색상이 너무 안좋아
또 같은 말로 질문을 하니
""당뇨가 있느냐""
'먹는약이 있느냐""
""증세가 심하긴 하다"" 며 오후에 다시 오라고 하더군요

느낌이 이상해서 다른병원을 찾아갔더니
세균이나 곰팡이균에 의한 감염이 의심된다고 대학병원으로 빨리 가라고 하여
대학병원 응급실로 들어가서 긴급하게 치료를 받았습니다

진단은 "" 중심부각막궤양""이었고
4일만에 앞이 안보이는 이유는 이 병 자체가 시간이 빨리 올수록 좋은데
우리는 좀 늦은거였지요...
치료 진행기간은 6개월로 얘기 듣고 지금은 3개월차입니다

원래 눈이 1.5의 시력이 좋은사람이었는데
지금은 시력이 나오지 않습니다

가장의 눈이 이렇다 보니 최근 두달은 일을 못하였고
며칠전 일을하려다 눈이 안보이다보니 손을 다쳐 수술후 입원해 있습니다(기술직입니다)

처음 저의 마음은 낫기만 하면 다른손해는 생각안한다였는데
지금은 시력이 없는 남편이 일도 할수 없고 대학병원다니면서도 확연히 낫지않으니
금적적으로나 시간적으로 입는 손해가 막심합니다

개인병원에서는 가타부타 어떠한 말도 없고
아예 모르쇠로 일관하고 있는데 
남편이 당하고 있는 불편함과 손해를 보상받고 싶습니다

남편은 각막이 손상되어 실명은 아니지만
운전도 할수 없고, 사람도 구분 못하고, 눈으로 볼수 있는 모든 일에서 구분이 안되니
너무 억울하고 분노가 치미는데 제가 보상받을 길이 있을까요??
각막 흉터 때문에 차후 휴유증도 있다고 합니다

법으로 가야 하는 문제인지...
이 상황에서 어찌해야할지 모르겠네요","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 김희선 입니다.
병원측에서 모르쇠로 일관한다면 소송을 통한 방법밖에 없을 듯 합니다.
병원측의 과실과 인과관계를 입증해야 합니다.
병원측의 적절한 치료가 늦었고 그로 인해 시력에 장애가 발생하였다는 사실을 입증하는 것이 주요합니다. 
손해배상액은 장애율과 수입에 따라 산정됩니다."
부당이득금반환소송????,입주자대표회의를상대로부당이득금반환소송을할려고하는데요 부당이득금반환소송도 소가를적어야하는지 알려주시면 고맙겠읍니다,"당연히 청구취지에 얼마를 구하는지 적어야 합니다.
당장 확정하기 어려우면 일부 금액을 청구하고, 소송 중에 확장할 수도 있습니다."
임대차계약갱신청구권 관련 민사소송 문의 드립니다.,"안녕하세요.

다름이 아니라, 임대차계약갱신청구권 관련으로 민사소송에 대한 문의를 드리려고 합니다.

현재 저희 부모님은 임대인이고 불가피한 사정으로 집을 팔아야 하는 상황이라, 사전에 임차인에게 전세를 낀 후 팔아야 한다고 설명을 드렸습니다.

임차인께서는 내년 2021년 12월에 계약이 만료되는 상황이며, 매수인께서는 집을 구매 후 직접 거주를 하실 예정이라고 하는데, 문제는 임대차계약갱신청구권을 말하면서 자기는 4년을 살려고 들어왔다고 하는 겁니다.

임차인께서 말하길 2년 살고 나가야 하는 상황이었으면 최초 이집에 전세로 들어오지 않았을 것이며, 이사비용 & 북방이장을 개인 돈 (1000만원)으로 설치를 안했을거라고 말하고 있는 상황입니다..

저희 또한 보상을 해드리지 못하겠다고 전달한 상황이고, 민사소송에 대한 이야기까지 오가고 있는데 이로인해 드는 민사소송 비용 및 승소에 대한 조언좀 부탁 드립니다..",매수인 즉 새로운 임대인이 거주한다면 임차인 주장은 근거가 없습니다.
소액소송의 상대방 설정에 대해서 질문드립니다.,"소액소송을 하려고 하는데,
소송 상대자가 누가 되어야 하는지 궁금해서 질문 드립니다.

최대한 간단하게 적어보겠습니다.

1. 친구 A 를 통해서 B 의 계좌에 100만원의 송금을 부탁을 받음.

2. 본인은 B 의 계좌에 100만원을 송금함.
  (계좌 기록과 카톡 내용등이 남아있음)

3. A는 연락이 되지 않는 상황.

4. B는 본인이 전혀 알지 못하는 사람임.

제가 빌려준 돈을 전혀 받지못하고 있고, A 는 연락이 되지 않는 상황입니다.
이 경우 제가 소액 소송을 한다면 그 상대가
A와 B 둘 중 누가 되어야 하는지 궁금합니다.

그리고 소액전자소송의 대략적인 비용도 궁금합니다.","법적으로는 A가 당사자가 되어야 합니다.
A와 계약관계에서 B에게 지급된 것으로 님과 법률관계를 맺은 사람은 A이기 때문입니다."
민사 소액청구소송 이행권고결정 내용에 관해 질문드립니다.,"민사 소액청구소송을 하여 이행권고결정을 받아냈습니다.
그런데 이행권고결정 문서에 모르는 부분이 있어 질문합니다.

이행조항엔 다음과 같이 적혀있습니다.
1. 피고는 원고에게 별지 청구취지 제 1항의 금액을 지급하라.
2. 소송비용은 피고가 부담한다.

별지 청구취지 제 1항에는 다음과 같이 표기 되어 있습니다.
청구금액 : 원금 : 금 X 원
가산금 : 소장부본 송달일 다음날부터 다 갚는 날까지 연 12%에 체크했습니다.
(소송 전에 빌려준 금액은 문서 작성없이 빌려 준 돈이라 소장 작성시에 이 부분에 체크하라 안내받았습니다.)

여기서 제가 궁금한 점은 제가 총 받아야 할 금액입니다.

제가 총 받아야 할 금액은 원금+가산금+소송비용 인가요, 원금+소송비용인가요?

또, 원금+가산금+소송비용을 받는 경우에 이자 계산은 원금균등상환으로 계산해야 하나요, 원리금균등상환으로 계산해야하나요?



읽어주셔서 감사하고 소중한 답변 기다리겠습니다.","12%는 지연이자 부분으로 다 갚는 날까지 계속 붙는 것입니다.
소송비용은 원칙적으로 패소한 사람이 부담하는 것으로,
 상대방에게 청구하려면 법원에 확정신청을 해야합니다."
임대차계약 후 보증금 미입금시,"유효한 계약인가요?

명의대여로 인해 임대차계약 위반으로 민사소송중인데
답변서 제출하려고 합니다

내용은...

3층의 302호, 303호 계약인데

계약시 실사용자의 요청으로 302호의 명의만 대여해줬을뿐
당시 보증금 및 계약금은 303호 명의자(매장실사용자)의 법인통장으로 입금하였고

계약 이후 지속적인 미납으로 인해
부동산명도소송 패소하여 지금은 건물인도 민사소송중입니다

계약서상 제 이름이 되어있어
원고가 저한테도 미납된 관리비 및 임대료를 요청중입니다

명의 빌려준건 잘못하였으나
지금까지 원고로부터 관리비 및 임대료 지급독촉도 받지못하였고
전부 실사용자한테 통합청구하였습니다
소송시 내용증명 역시 원고는 실사용자에게만 보내서 전 몰랐습니다

계약시 제가 명의대여 한 사실도 임대인도 알고있지만
원고측 변호사는 계약서대로 해야된다고 했습니다

여기서 제가 빠져나갈 방법은
임대차계약 무효 주장과 명의대여실수로 실사용자에게 부담하게하는건데

임대차계약 당사자가 계약 후 보증금 입금을 안한상태인데도 계약이 유효되는건지

궁금합니다","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 김희선 입니다.
질문에 기재된 법적 상황은 무엇을 말씀하시고자 하는 것인지 명확하지 않네요.
다만
임대차계약의 당사자에 대한 문제로 접근하는 것이 타당할 것으로 생각되네요.
 임대차계약에서 보증금지급은 임차인의 계약상의무를 구성하는 것으로 계약의 성립요건이나 효력이 발생하기 위한 요건이 아닙니다.
사건에 대한 구체적인 검토는 아래 지식인카드에 기재된 번호로 연락을 주세요.
 "
민사소송에 대해서 여쭙니다,"민사소송에 대한 일로 어저께 변호사 사무실 사무장님께 상담을 받았습니다.
떼인돈 받는 문제인데 사무장님께서 ""변론주의에서는 당사자들의 각 역할이 있습니다""라는 말씀을 해주셨는데 원고 피고, 범죄자로 의심받는 피의자는 알겠는데 당사자들의 역할이라는게 무엇인가요?

사무장님이 바쁘기도 하셨지만 물어보자니 왠지 내가 너무 무지한거 아닐까라는 생각에 이렇게 질문드립니다. 사무장님께 묻지 못하고 이렇게 질문을 납깁니다. ",민사소송에서 당사자는 원고와 피고를 말하는 용어입니다.
지급명령신청 질문드려요,"2020년 1월 13일 하나투어대리점에서 360만원 계약금 지불하고 여행상품 계약했습니다
허나 코로나로 2월달에 여행상품 취소 위약금 60만 공제하고 300만원 받기로 했습니다 하지만 50만원 5월 9일에 지급되고 지금까지 말만 준다고하고 계속 미루는중입니다
이에 내용증명 1번 사업장으로 보냈으나 폐문부재로 반송되고
법인등기부 열람해서 대표이사 집으로 보냈는데 받았습니다
하지만 돈은 들어오지 않았습니다
이에따라 지급명령신청을하려하는데
법인등기에 나와있는 정보를 바탕으로 신청하면 되나요?
혹시 회사 주소로 보내는데 폐문부재시 대표이사집으로 보내도 되나요?","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 김희선 입니다.
네.
실무상 법인에 대한 송달을 법인의 사무소로 송달을 하나, 본래  법인에 대한 송달은 대표의 주소지에 송달하는 것이 원칙입니다."
공유물분할청구소송 현황도로,"현재 지목은 임야인데요. 도로로 포장되어있습니다. 도로 지분의 일부가 경매로 나와 낙찰받은자가
공유물분할소송을 신청했습니다.
공유물분할소송이 안되면 경매를 해서 맹지로 만들 의도로 주변에 있는 소유자들에게 압박을 하고 있는데요.
현황상 도로로 포장되어있는데요. 주위 토지소유자에게 손해를 일으키는 공유불분할 청구 소송을 하고있는데요. 궁금한것은요
1. 현황상 도로로 포장되어 있는것을 공유물분할청구소송해서 분할하자는것이 맞는것인지요?
2.도로 경매 낙찰자가 자기가 경매받은것의 3~4배로 사가라고 하는데요. 안사면 맹지가 된다구요. 이를 막을수 있는 방법은 없는지요? 
3. 혹시 이와 유사한 판결이나 해결방법이 있으면 부탁합니다.   ","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 김희선 입니다.
질문이 좀 불명확한데요.
공유자의 공유물분할자체를 막을 수는 없습니다.
공유물분할은 여러가지 방법이 있으므로, 토지의 현황에 따라 적절한 분할방법을 강구하는 것이 현실적인 방법입니다.
사건의 구체적인 내용에 대한 검토는 아래 지식인카드에 기재된 번호로 연락을 주시면 성실한 상담을 약속드립니다."
투자금의정의질문드립니다,"민사소송 질문드립니다
투자 명목이라는 단어가 들어가있다는 이유만으로
대여금 주장이기각되나요?","약정의 내용 특히 반환과 관련한 내용에 대한 검토가 필요합니다.
사건에 대한 구체적인 검토가 필요하시면 지식인카드에 기재된 번호로 연락을 주세요. 성실하고 면밀한 상담을 약속드립니다."
대여금 반환소송 계좌이체 내역은 증거가 안되나요?,지인에게 7000만원정도를 빌려줬는데 갚지않아서 대여금 반환청구소송을 진행하였습니다.다른 증거는 없고 계좌이처내역뿐이라 증거없음으로 원고 패소 판정이 났습니다. 상대방이 대여금이 아니라 환전을 해달라고 했다고 답변서를 제출 했습니다.계좌이체 내역 만으로는 증거가 되지않는건가요? 그럼 환전을 했는데 환전한돈을 주지않고 돈만 받아갔다고 소송을 하라는건가요? 억울해요 도와주세요,"안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 김희선 입니다.
이체된 계좌의 내용이 확실하다면 대여금으로 인정될 가능성이 매우 큰데 다른 사정이 있었는지?
아니면 주장이  불충분 했을 수 있습니다. 
아직 판결이 확정되지 않았다면 항소를  통해 다투어 볼 여지는 충분해 보입니다.
사건에 대한 구체적인 검토 및 상담이 필요하시면 아래 기재된 번호로 연락주세요."
