제목,본문,답변
교통사고 민사소송 질문 드립니다,안녕하세요한달 전 있었던 교통사고로 소송 준비 하려 합니다산업단지 내 도로에 주차 되어 있던 본인의 차량을 지나가던 폐기물 운반차량의 상부에 통신선이 걸리면서도로 양쪽의 전주가 전복되는 사고로 본인의 차량이 수리비 2천만원 정도의 사고가 발생 하였습니다사고 후 운전자는 도주 하였으며 즉시 경찰에 뺑소니 신고를 하였고 현장조사가 이루어 졌습니다다음날 운전자 신원은 파악 되었으며 현재까지 경찰에서 사고 조사 진행 중입니다문제는 상대방 운전자가 책임보험도 가입이 않된 무보험 입니다 또한 공교롭게도 본인도 자차 보험이 가입이 않되어 있고 현재 차량은 공업사에서 보관 중입니다1 이럴경우 경찰서의 사고 종결 이전에도 민사소송을 진행 할 수 있는지요   또한 형사소송도 뺑소니로 같이 진행 할 수 있는지요2 주차금지 구역은 아니지만 과실 비율이 저에게도 올수 있는지요3 본인 차량을 폐차를 시키면 보험사 잔존가가 아닌 수리비 기준이나 차량 시세로 합의 할 수 있나요먼저 합의가 이루어지면 좋겠지만 가해 운전자가 이리저리 핑계로 합의를 지연 시키고 있습니다감사합니다,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다1 종결 이전에도 민사소송 가능합니다 당시 탑승상태가 아니어서 인명피해가 없으므로 뺑소니는 해당 없습니다2 과실비율 인정될 수 있으나 1020정도 입니다3 차량 시세로 판단받을 수 있습니다폐기물 운반차량이면 소속회사가 있으니 그 회사를 상대로 소송하시면 됩니다0328762256
민사소송에 대해,제가 법을 잘 몰라서요 제가 나이가 어려서 아빠 명의로 된 차를 제 보험만 들어서 운전을 하고 있었습니다 그 차를 잠시 친구한테 빌려주게 되었는데 친구가 사고를 내서사고를 당한 피해자가 장애인이 되었습니다보험회사에서 여기저기 1억원이 넘는 돈을 물어주고 그 돈과 나머지 받지못한 돈을 갚으라고이자가 붙어서 아빠 집으로 자꾸 종이가 날라온다고 했습니다운전을 했던 제 친구는 연락도 안받고 잠수를 타며 돈도 하나도 갚지않고 있는 상황이며 저희 아빠는 돈이 없어서 갚을 수 없는 상황인데 아빠에게 있는 집과 차를 압류한다고 연락이 왔다고 했습니다 아빠는 제가 차를 빌려준지도 모르는 상황이였는데 차주라는 이유로 책임을 어느정도 물어야한다해서 책임보험도 해줬는데이 많은 큰돈을 저희아빠가 더 물어줘야하는게 맞는건가요 어떻게해야하는지 조언좀 주세요 ,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다차량 소유 명의자인 아버지께서 책임을 지는 것은 맞습니다 이 경우 그 친구에게 구상 소송을 하는 수 밖에 없습니다또한 보험사 배상 금액이 적정한지 따져보아야 하기 때문에 제안드리는 방법은 채무부존재확인소송을 하여 피해자의 과실 등 배상금액을 낮추고 동시에 친구에게 소송고지를 하여 나중에 구상할 수 있도록 해야합니다 소송이 반드시 필요한 경우입니다 연락주시기 바랍니다 01099299997
미납된 월세을 받을 수 있을까요,변호사 상담을 받아 진행하려고 하는데 확실하게 이길 수 있는지 알고 싶어 이렇게 문의드립니다 못받는 월세 6천만원도 억울한데 재판에 지는경우 변호사 선임이 천만원까지 더 나가게 된다면 억울해서 잠을 못 잘 거 같아 이렇게 문의남깁니다승소 할 수 있을까요고견 부탁드립니다토지를 지인에게 월세주었습니다월세 200만원을 미납해서 총 89천 정도 미납땅을 매도하고 미납된 월세를 받으려고월세해지계약서 작성하여 특정일까지 나가고 돈을 준다고 함준다고 기다렸는데 약속을 어김땅을 보여주는 등 준다고만함해당 토지 매매가 임박할때까지 돈을 안갚고심지어 갑자기 안나가겠다고 함계속 안나가서토지매매를 한다고 얘기하면 명도에 문제가 생길까봐공사해야하는데 안나가면 공사비 배상배액등 청구할 거라고 해도 나간다고 만하고 약속을 어김몇번이고 어기고 토지매매 배상배액에 대한 압박을 너무 많이 받고 토지 매수자측과 날짜를 미루기까지 하며계속 안나가고 드러워서 돈을 탕감해주면 되냐 그러니깐 아랐다고 하더니 공증없이는 안된다공증을 서달라고 하여어쩔 수 없이언제까지 철거 및 이전 주변정리가 완료 됐을 시 보증금을 제외한 6천만원대를 감면해준다고 함 공증을 스고 나서야 이사를 준비함하지만 약속 날짜까지 이행을 안했고 주변 정리 일부를 자기는 돈이 없어 못하겠다 돈 좀 달라고 하고 그렇게 잘하면 직접하라고 하녀 이행을 안했어요이런 경우 받을 수 있을까요,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다공증내용 조건을 어겼으니 원래 금액을 모두 청구하시면 됩니다 다만 이게 시기가 중요합니다 장기간 미납으로 보이는데 이경우 월세 일부는 소멸시효가 진행되었을 가능성이 높습니다 상대방 재산에 가압류 등 보전 처분을 하여 압박을 하면서 소송 제기하면 좋은 결과가 있을 것으로 보입니다 변호사비용은 1천만원까지 받을 사안은 아닌 듯 보입니다 도움필요하시면 연락주시기 바랍니다 01099299997
횡령 당한 돈 민사 소송 할 때 횡령 당한 시기부터 지금까지의 이자까지 청구 할 수 있나요,중고차 딜러에게 차를 위탁 판매하게 되었습니다21년 1월 28일날 차량은 판매가 되었고 이 때 판매 대금 465만원을 횡령하여 지금까지 주고 있지 않습니다질문 두가지 입니다1 전자 민사 소송을 하려고 하는데 원금만 소송하려다 너무 괘씸해 최대한 받아내고 싶은 마음입니다 원금 465만원만 청구할 수 있나요 아니면 정해진 어느 적정 법정 이자까지 청구 할 수 있나요2 이자까지 청구할 수 있다면 몇 프로 얼마까지 제가 청구하면 될까요,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다원금  소제기시까지 연5소장부본도달후 부터 연 12입니다근데 횡령이 분명하면 형사고소하는게 더 효과적일 수도 있습니다도움필요하시면 연락주셔도 좋습니다 차차차법률사무소  원데이변호사 
보증채무이행청구의소,제가 사기를 당했는데 가해자는 사망하고 없는 상태입니다 그런데 가해자의 아내가 제돈을 아파트라도 팔아서라도 꼭 돈을 갚겠다고 문자를 보낸내용이 있습니다 이 문자내용을 가지고 저는보증채무이행청구의소 소송을 준비하고 있는데 승소할 확율이 있나요 ,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다귀 사안에서 보증채무이행청구의 소송은 법적으로는 어렵습니다 다만 상대방이 그런 문자를 보낸 적이 있으므로 일부 금액을 받는 등 합의를 유도하는 것이 좋은 방법일 듯 합니다 또한 소송을 제기하여 위와 같이 진행한다면 일단은 상속 여부 부터 확인하여 만약 상대방이 상속 포기 또는 한정 승인한 것이 아니라면 불법행위 손해배상책임이 그대로 인정되므로 이 경우에는 모두 승소할 수 있게됩니다 법적 도움 필요하시면 연락주셔도 좋습니다 01099299997
사기소송소송 진행 방법 문의,결혼을 하기로 한 여자친구가 알고 보니 결혼을 한 유부녀였습니다 또 자신의 직업이 의사라고 하였는데 그 역시 사기였고 집과 부모 출생 학교 모두 거짓이었습니다 속은 줄 모른 상태로 프로포즈나 기타 금액 시간 등을 쓰게되었고 저희 가족 모두가 피해를 본 상황입니다 이 부분에 대해서 소송을 진행하고 싶습니다 정확한 금액보다도 정신적인 피해로 소송을 진행하고 싶은데 가능할까요 소송을 하게되면 얼마나 걸릴까요 ,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다성적자기결정권 등 인격권 침해에 기한 위자료청구소송가능합니다 승소 사례도 있습니다연락주시면 자세히 상담드리겠습니다 01099299997
교통사고 민사소송문제,안녕하세요 제가 오토바이를 운전하면서 다니고있고 최근23개월전 여자친구랑 밥먹구 카페가고 하느라 최근에 교통사고그 흔하게 잦았습니다  조금많이요 마지막 교통사고건이 상대방이 소송을했는데 오늘 법원에 사건으로 등록이 되었습니다 저희도 변호사를 선임을 해야 되는거겠죠 상담을 받고싶습니다 사람이 살아가는 앞날을 훤히 볼수도 없는건데 억울하네요 가해자가 이런식으로 나오고 보험사도 저런식으로 이야기해서요,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다어떤 내용의 소송 청구를 당하셨는지 알려주시면 자세히 상담드릴 수 있겠습니다교통사고전문로펌 차차차법률사무소 드림0328762256
상간녀 소송 청구 취지,이혼 소송 없이 상간녀 소송을 할 경우에청구 취지는 어떻게 작성해야 하나요나홀로 소송 준비중 입니다여기 지역 법무사 분들은 이혼소송을 같이 해야 도와줄 수 있다고딱 자르시네요,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다청구취지는 1 피고는 원고에게 금 000원단독사건으로 진행하고 싶을 시 3천만원 초과금액으로 및 이에 대하여 이 사건 소장 부본 송달일 다음날 부터 다 갚는 날까지 연 12의 비율로 계산한 돈을 지급하라2 소송비용은 피고의 부담으로 한다3 위 제1항은 가집행할 수 있다라는 판결을 구합니다라고 쓰시면 됩니다승소하면 변호사비용도 일부 보전 받을 수 있고 소송 진행도 수월하기 때문에 가급적 변호사를 선임하시는게 좋습니다 저도 비용 많이 받지 않으니 문의 주셔도 좋아요 01099299997
자문좀구하고싶습니다,제가 핸드폰 대리점 점장으로 있엇고 월급쟁이였습니다 저희매장에 직원한명이있엇고 그직원이명의도용을하여 돈을 물어주기로햇는데 제가 점장이라고 사장님이 저한테 차용증을쓰면 너가일단 갚고 저직원월급에서 까서 저한테준다고하였는데 제가 일을그만두고 차용증으로 저한테 압류가 들어왓습니다 그직원이 잘못한건데 이런사유는 제가무조건 갚아야되는건가요 그당시 그직원이 잘못햇다고 케이티에서 제시한 자료들은 몇가지 가지고있습니다,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다상대방은 준소비대차를 주장하는 것인데 작성경위로 보아 충분히 다툴 여지가 있습니다특히 그 직원의 관리책임이 귀하께 온전히 있다고 볼 수 없기 때문에 그렇습니다연락주시면 상담해 드리겠습니다 01099299997
전자소송답변서 문의요,제가 예전에 소매로 짝퉁을 판매하다가 민사소송을 당했는데요그쪽에서 20년도 9월쯤 저한테 물건을 하나 주문해서 그때부터 소송 준비를 했더라구요증거로 주문 카톡내용그때당시 카페주문 품목등그쪽에서 소장내용에 5000만원을 상표권위반으로 청구했구요 제가 장사를 1년정도를 하긴했는데 도매에서 물건을 올리면 5000원 정도만 마진 붙혀서 소매로 판매했거든요주 일이 아니라 돈을 많이 벌진 않았구요 1년정도 하다가 다른분한테 카페 넘기고 저는 안하는데 그 지금 하시는분 현재 회원수까지 제가 지금 운영하는 거라고 해서 소장을 보냈더라구요 답변서를 보내야 하는데 현재 제가 운영을 하는게 아니라 그때당시 주문내역도 없는데 증거 내용을 어떻게 해야하며 그때 사용했던 통장은 있는데 통장만으로는 입증하기 힘들꺼 같은데 방법없을까여,안녕하세요 로시컴네이버 지식 상담변호사 박세우 입니다상대청구 금액이 5천만원 이라면 귀하가 적시하신 수입에 비하여 과도한 것이 아닌가 싶습니다상대방 주장 금액을 항목별로 적극 다투는 것이 매우 중요하며 증거의 경우 원고측에 입증책임이 있기 때문에입증책임을 다하라는 취지의 답변서를 제출하시면 됩니다 통장 내역의 경우 먼저 검토해보신후 불리하다면 제출하지 않는 것이 좋습니다연락주시면 자세히 상담드리겠습니다 01099299997
